Hugo_Symbol	Chromosome	arm
NUP210P1	3q21.3	3q
NUP210P2	3p25.2	3p
NUP210P3	3q21.3	3q
NUP214	9q34.13	9q
NUPR1	16p11.2	16p
NUPR2	7p11.2	7p
NUS1	6q22.1	6q
NUS1P2	13q12.12	13q
NUS1P3	13q12.12	13q
NUS1P4	13q32.2	13q
NUSAP1	15q14	15q
NUTF2	16q22.1	16q
NUTF2P2	14q13.2	14q
NUTF2P3	9q21.2	9q
NUTF2P4	1p13.2	1p
NUTF2P5	10p13	10p
NUTF2P6	15q14	15q
NUTF2P8	2p24.1	2p
NUTM1	15q14	15q
NUTM2A	10q23.2	10q
NUTM2A-AS1	10q23.2	10q
NUTM2B	10q22.3	10q
NUTM2B-AS1	10q22.3	10q
NUTM2D	10q23.2	10q
NUTM2E	10q22.3	10q
NUTM2F	9q22.32	9q
NUTM2G	9q22.33	9q
NUTM2HP	10q11.23	10q
NVL	1q42.11	1q
NWD1	19p13.11	19p
NWD2	4p14	4p
NXF1	11q12.3	11q
NXN	17p13.3	17p
NXNL1	19p13.11	19p
NXNL2	9q22.1	9q
NXNP1	1q41	1q
NXPE1	11q23.2	11q
NXPE2	11q23.2	11q
NXPE2P1	11q23.2	11q
NXPE3	3q12.3	3q
NXPE4	11q23.2	11q
NXPH1	7p21.3	7p
NXPH2	2q22.1	2q
NXPH3	17q21.33	17q
NXPH4	12q13.3	12q
NXT1	20p11.21	20p
NXT1-AS1	20p11.21	20p
NXT1P1	13q13.3	13q
NYAP1	7q22.1	7q
NYAP2	2q36.3	2q
NYNRIN	14q12	14q
NYS2	6p12	6p
NYS3	7p11	7p
NYS4	13q31-q33	13q
OA3	6q13-q15	6q
OACYLP	18q21.32	18q
OAF	11q23.3	11q
OAP	11q	11q
OARD1	6p21.1	6p
OAS1	12q24.13	12q
OAS2	12q24.13	12q
OAS3	12q24.13	12q
OASL	12q24.31	12q
OASL2P	12q24.31	12q
OAT	10q26.13	10q
OATP1	10q26	10q
OAZ1	19p13.3	19p
OAZ1P1	1p34.2	1p
OAZ2	15q22.31	15q
OAZ3	1q21.3	1q
OBI1	13q31.1	13q
OBI1-AS1	13q22.3-q31.1	13q
OBP2A	9q34.3	9q
OBP2B	9q34.2	9q
OBSCN	1q42.13	1q
OBSCN-AS1	1q42.13	1q
OBSCN-IT1	1q42.13	1q
OBSCN-IT2	1q42.13	1q
OBSL1	2q35	2q
OC90	8q24.22	8q
OCA2	15q12-q13.1	15q
OCA5	4q24	4q
OCEL1	19p13.11	19p
OCIAD1	4p11	4p
OCIAD1-AS1	4p11	4p
OCIAD2	4p11	4p
OCIAD2P1	8q21.13	8q
OCLM	1q31.1	1q
OCLN	5q13.2	5q
OCLNP1	5q13.2	5q
OCM	7p22.1	7p
OCM2	7q21.3	7q
OCSTAMP	20q13.12	20q
ODAM	4q13.3	4q
ODAPH	4q21.1	4q
ODC1	2p25.1	2p
ODC1-DT	2p25.1	2p
ODCP	7q32.1	7q
ODDD	6q22-q23	6q
ODF1	8q22.3	8q
ODF2	9q34.11	9q
ODF2-AS1	9q34.11	9q
ODF2L	1p22.3	1p
ODF3	11p15.5	11p
ODF3B	22q13.33	22q
ODF3L1	15q24.2	15q
ODF3L2	19p13.3	19p
ODF4	17p13.1	17p
ODR4	1q31.1	1q
OFC1	6p24	6p
OFC2	2p14-p13	2p
OFC3	19q13	19q
OFCC1	6p24.3	6p
OFD1P17	5p13.2	5p
OGA	10q24.32	10q
OGDH	7p13	7p
OGDHL	10q11.23	10q
OGFOD1	16q13	16q
OGFOD1P1	13q14.2	13q
OGFOD2	12q24.31	12q
OGFOD3	17q25.3	17q
OGFR	20q13.33	20q
OGFR-AS1	20q13.33	20q
OGFRL1	6q13	6q
OGFRP1	22q13.2	22q
OGG1	3p25.3	3p
OGN	9q22.31	9q
OI4	7q21.3-q22.1	7q
OIP5	15q15.1	15q
OIP5-AS1	15q15.1	15q
OIT3	10q22.1	10q
OK	19pter-p13.2	19p
OLA1	2q31.1	2q
OLA1P1	22q13.2	22q
OLA1P2	17p11.2	17p
OLA1P3	12q13.2	12q
OLAH	10p13	10p
OLFM1	9q34.3	9q
OLFM2	19p13.2	19p
OLFM3	1p21.1	1p
OLFM4	13q14.3	13q
OLFM5P	11p15.4	11p
OLFML1	11p15.4	11p
OLFML2A	9q33.3	9q
OLFML2B	1q23.3	1q
OLFML3	1p13.2	1p
OLFR@	17p13.3	17p
OLIG1	21q22.11	21q
OLIG2	21q22.11	21q
OLIG3	6q23.3	6q
OLMALINC	10q24.31	10q
OLR1	12p13.2	12p
OMA1	1p32.2-p32.1	1p
OMD	9q22.31	9q
OMG	17q11.2	17q
OMP	11q13.5	11q
ONECUT1	15q21.3	15q
ONECUT2	18q21.31	18q
ONECUT3	19p13.3	19p
OOEP	6q13	6q
OOEP-AS1	6q13	6q
OOEPP2	12q14.2	12q
OOSP1	11q12.1	11q
OOSP1P1	1p34.1	1p
OOSP1P2	17q11.2	17q
OOSP2	11q12.1	11q
OOSP3	11q12.1	11q
OOSP4A	11q12.1	11q
OOSP4B	11q12.1	11q
OPA1	3q29	3q
OPA1-AS1	3q29	3q
OPA3	19q13.32	19q
OPA4	18q12.2	18q
OPA5	22q12.1-q13.1	22q
OPA6	8q21.13-q22.1	8q
OPA8	16q22	16q
OPALIN	10q24.1	10q
OPCML	11q25	11q
OPCML-IT1	11q25	11q
OPCML-IT2	11q25	11q
OPLAH	8q24.3	8q
OPN1SW	7q32.1	7q
OPN3	1q43	1q
OPN4	10q23.2	10q
OPN5	6p12.3	6p
OPPG	11q12-q13	11q
OPRD1	1p35.3	1p
OPRK1	8q11.23	8q
OPRL1	20q13.33	20q
OPRM1	6q25.2	6q
OPRPN	4q13.3	4q
OPTC	1q32.1	1q
OPTN	10p13	10p
OR1A1	17p13.3	17p
OR1A2	17p13.3	17p
OR1AB1P	19p13.12	19p
OR1AC1P	17p13.3	17p
OR1B1	9q33.2	9q
OR1C1	1q44	1q
OR1D2	17p13.3	17p
OR1D3P	17p13.3	17p
OR1D4	17p13.3	17p
OR1D5	17p13.3	17p
OR1D6P	11q13	11q
OR1D7P	11q13	11q
OR1E1	17p13.3	17p
OR1E2	17p13.2	17p
OR1E3	17p13.3	17p
OR1F1	16p13.3	16p
OR1F2P	16p13.3	16p
OR1F5	16p13.3	16p
OR1F12	6p22.1	6p
OR1G1	17p13.3	17p
OR1H1P	9q33.2	9q
OR1I1	19p13.1	19p
OR1J1	9q33.2	9q
OR1J2	9q33.2	9q
OR1J4	9q33.2	9q
OR1K1	9q33	9q
OR1L1	9q33.2	9q
OR1L3	9q33.2	9q
OR1L4	9q33.2	9q
OR1L6	9q33.2	9q
OR1L8	9q33.2	9q
OR1M1	19p13.2	19p
OR1M4P	19p13.2	19p
OR1N1	9q33.2	9q
OR1N2	9q33.2	9q
OR1P1	17p13.3	17p
OR1Q1	9q33.2	9q
OR1R1P	17p13.3	17p
OR1S1	11q12.1	11q
OR1S2	11q12.1	11q
OR1X1P	5q35.2	5q
OR1X5P	5q35.3	5q
OR2A1	7q35	7q
OR2A1-AS1	7q35	7q
OR2A2	7q35	7q
OR2A3P	7q35	7q
OR2A4	6q23.2	6q
OR2A5	7q35	7q
OR2A7	7q35	7q
OR2A9P	7q35	7q
OR2A12	7q35	7q
OR2A13P	7q35	7q
OR2A14	7q35	7q
OR2A15P	7q35	7q
OR2A20P	7q35	7q
OR2A25	7q35	7q
OR2A41P	7q35	7q
OR2A42	7q35	7q
OR2AD1P	6p22.1	6p
OR2AE1	7q22.1	7q
OR2AG1	11p15.4	11p
OR2AG2	11p15.4	11p
OR2AG3	11p15.3	11p
OR2AH1P	11q12.1	11q
OR2AI1P	5q35.3	5q
OR2AJ1	1q44	1q
OR2AK2	1q44	1q
OR2AL1P	11q22.3	11q
OR2AM1P	9p13.3	9p
OR2AO1P	7q35	7q
OR2AP1	12q13.2	12q
OR2AQ1P	1q23.1	1q
OR2AS1P	1q44	1q
OR2AS2P	1q44	1q
OR2AT1P	11q13.4	11q
OR2AT2P	11q13.4	11q
OR2AT4	11q13.4	11q
OR2AU1P	6p21.2	6p
OR2B2	6p22.1	6p
OR2B3	6p22.1	6p
OR2B4P	6p22.2-p21.32	6p
OR2B6	6p22.1	6p
OR2B7P	6p22.1	6p
OR2B8P	6p22.1	6p
OR2B11	1q44	1q
OR2BH1P	11p14.1	11p
OR2C1	16p13.3	16p
OR2C3	1q44	1q
OR2D2	11p15.4	11p
OR2D3	11p15.4	11p
OR2E1P	6p22.1	6p
OR2F1	7q35	7q
OR2F2	7q35	7q
OR2G1P	6p22.1	6p
OR2G2	1q44	1q
OR2G3	1q44	1q
OR2G6	1q44	1q
OR2H1	6p22.1	6p
OR2H2	6p22.1	6p
OR2H4P	6p22.2-p21.31	6p
OR2H5P	6p22.1	6p
OR2H6	6p21.3	6p
OR2I1P	6p22.1	6p
OR2J1	6p22.1	6p
OR2J2	6p22.1	6p
OR2J3	6p22.1	6p
OR2J4P	6p22.1	6p
OR2K2	9q31.3	9q
OR2L1P	1q44	1q
OR2L2	1q44	1q
OR2L3	1q44	1q
OR2L5	1q44	1q
OR2L6P	1q44	1q
OR2L8	1q44	1q
OR2L9P	1q44	1q
OR2L13	1q44	1q
OR2M1P	1q44	1q
OR2M2	1q44	1q
OR2M3	1q44	1q
OR2M4	1q44	1q
OR2M5	1q44	1q
OR2M7	1q44	1q
OR2N1P	6p22.2-p21.31	6p
OR2P1P	6p22.1	6p
OR2Q1P	7q35	7q
OR2R1P	7q35	7q
OR2S1P	9p13.3	9p
OR2S2	9p13.3	9p
OR2T1	1q44	1q
OR2T2	1q44	1q
OR2T3	1q44	1q
OR2T4	1q44	1q
OR2T5	1q44	1q
OR2T6	1q44	1q
OR2T7	1q44	1q
OR2T8	1q44	1q
OR2T10	1q44	1q
OR2T11	1q44	1q
OR2T12	1q44	1q
OR2T27	1q44	1q
OR2T29	1q44	1q
OR2T32P	1q44	1q
OR2T33	1q44	1q
OR2T34	1q44	1q
OR2T35	1q44	1q
OR2U1P	6p22.1	6p
OR2U2P	6p22.1	6p
OR2V1	5q35.3	5q
OR2V2	5q35.3	5q
OR2W1	6p22.1	6p
OR2W2P	6p22.1	6p
OR2W3	1q44	1q
OR2W4P	6p22.1	6p
OR2W5	1q44	1q
OR2W6P	6p22.1	6p
OR2X1P	1q44	1q
OR2Y1	5q35.3	5q
OR2Z1	19p13.2	19p
OR3A1	17p13.3	17p
OR3A2	17p13.3	17p
OR3A3	17p13.2	17p
OR3A4	17p13.3	17p
OR3A4P	17p13.3	17p
OR3A5P	17p13.3	17p
OR3D1P	1q44	1q
OR4A1P	11p11.12	11p
OR4A2P	11q11	11q
OR4A3P	11q11	11q
OR4A4P	11q11	11q
OR4A5	11q11	11q
OR4A6P	11q11	11q
OR4A7P	11q11	11q
OR4A8	11q11	11q
OR4A9P	11q11	11q
OR4A10P	11q11	11q
OR4A11P	11q11	11q
OR4A12P	11q11	11q
OR4A13P	11q11	11q
OR4A14P	11q11	11q
OR4A15	11q11	11q
OR4A16	11q11	11q
OR4A17P	11q11	11q
OR4A18P	11p11.12	11p
OR4A19P	11p11.12	11p
OR4A21P	11q11	11q
OR4A22P	11q12.3	11q
OR4A25P	11q12.3	11q
OR4A40P	11p11.2	11p
OR4A41P	11p11.2	11p
OR4A42P	11p11.2	11p
OR4A43P	11p11.2	11p
OR4A44P	11p11.2	11p
OR4A45P	11p11.2	11p
OR4A46P	11p11.2	11p
OR4A47	11p11.2	11p
OR4A48P	11p11.2	11p
OR4A49P	11p11.12	11p
OR4A50P	11q11	11q
OR4B1	11p11.2	11p
OR4B2P	11p11.2	11p
OR4C1P	11q11	11q
OR4C2P	11p11.2	11p
OR4C3	11p11.2	11p
OR4C4P	11p11.2	11p
OR4C5	11p11.2	11p
OR4C6	11q11	11q
OR4C7P	11q11	11q
OR4C9P	11p11.2	11p
OR4C10P	11p11.2	11p
OR4C11	11q11	11q
OR4C12	11p11.12	11p
OR4C13	11p11.12	11p
OR4C14P	11q11	11q
OR4C15	11q11	11q
OR4C16	11q11	11q
OR4C17P	11q12.1	11q
OR4C45	11p11.12	11p
OR4C46	11q11	11q
OR4C48P	11p11.12	11p
OR4C49P	11p11.12	11p
OR4C50P	11q11	11q
OR4D1	17q22	17q
OR4D2	17q22	17q
OR4D5	11q24.1	11q
OR4D6	11q12.1	11q
OR4D7P	11q12.1	11q
OR4D8P	11q12.1	11q
OR4D9	11q12.1	11q
OR4D10	11q12.1	11q
OR4D11	11q12.1	11q
OR4E1	14q11.2	14q
OR4E2	14q11.2	14q
OR4F1P	6p25.3	6p
OR4F2P	11p15.5	11p
OR4F3	5q35.3	5q
OR4F4	15q26.3	15q
OR4F5	1p36.33	1p
OR4F6	15q26.3	15q
OR4F7P	6q27	6q
OR4F8P	19p13.3	19p
OR4F13P	15q26.3	15q
OR4F14P	15q26.3	15q
OR4F15	15q26.3	15q
OR4F16	1p36.33	1p
OR4F17	19p13.3	19p
OR4F21	8p23.3	8p
OR4F28P	15q26.3	15q
OR4F29	1p36.33	1p
OR4G1P	19p13.3	19p
OR4G2P	15q26.3	15q
OR4G3P	19p13.3	19p
OR4G4P	1p36.33	1p
OR4G6P	15q26.3	15q
OR4G11P	1p36.33	1p
OR4H6P	15q11.2	15q
OR4H12P	14p13	14p
OR4K1	14q11.2	14q
OR4K2	14q11.2	14q
OR4K3	14q11.2	14q
OR4K4P	14q11.2	14q
OR4K5	14q11.2	14q
OR4K6P	14q11.2	14q
OR4K7P	18p11.21	18p
OR4K8P	18p11.21	18p
OR4K11P	21q11.2	21q
OR4K12P	21q11.2	21q
OR4K13	14q11.2	14q
OR4K14	14q11.2	14q
OR4K15	14q11.2	14q
OR4K16P	14q11.2	14q
OR4K17	14q11.2	14q
OR4L1	14q11.2	14q
OR4M1	14q11.2	14q
OR4M2	15q11.2	15q
OR4N1P	14q11.2	14q
OR4N2	14q11.2	14q
OR4N3P	15q11.2	15q
OR4N4	15q11.2	15q
OR4N5	14q11.2	14q
OR4P1P	11q11	11q
OR4P4	11q11	11q
OR4Q1P	15q11.2	15q
OR4Q2	14q11.2	14q
OR4Q3	14q11.2	14q
OR4Q4	14p13	14p
OR4R1P	11p11.2	11p
OR4R2P	11q11	11q
OR4R3P	11p11.12	11p
OR4S1	11p11.2	11p
OR4S2	11q11	11q
OR4T1P	14q11.2	14q
OR4U1P	14q11.2	14q
OR4V1P	11q11	11q
OR4X1	11p11.2	11p
OR4X2	11p11.2	11p
OR4X7P	11q11	11q
OR5A1	11q12.1	11q
OR5A2	11q12.1	11q
OR5AC1	3q11.2	3q
OR5AC2	3q11.2	3q
OR5AC4P	3q11.2	3q
OR5AH1P	19q13.43	19q
OR5AK1P	11q12.1	11q
OR5AK2	11q12.1	11q
OR5AK3P	11q12.1	11q
OR5AK4P	11q12.1	11q
OR5AL1	11q12.1	11q
OR5AL2P	11q12.1	11q
OR5AM1P	11q12.1	11q
OR5AN1	11q12.1	11q
OR5AN2P	11q12.1	11q
OR5AO1P	11q12.1	11q
OR5AP1P	11q12.1	11q
OR5AP2	11q12.1	11q
OR5AQ1P	11q12.1	11q
OR5AR1	11q12.1	11q
OR5AS1	11q12.1	11q
OR5AU1	14q11.2	14q
OR5AZ1P	11q12.1	11q
OR5B1P	11q12.1	11q
OR5B2	11q12.1	11q
OR5B3	11q12.1	11q
OR5B10P	11q12.1	11q
OR5B12	11q12.1	11q
OR5B15P	11q12.1	11q
OR5B17	11q12.1	11q
OR5B19P	11q12.1	11q
OR5B21	11q12.1	11q
OR5BA1P	11q12.1	11q
OR5BB1P	11q12.1	11q
OR5BC1P	11q12.1	11q
OR5BD1P	11q12.1	11q
OR5BE1P	11q12.1	11q
OR5BJ1P	12q13.11	12q
OR5BK1P	12q13.11	12q
OR5BL1P	11q12.1	11q
OR5BM1P	3q11.2	3q
OR5BN1P	11q12.1	11q
OR5BN2P	11q12.1	11q
OR5BP1P	11q12.1	11q
OR5BQ1P	11q12.1	11q
OR5BQ2P	11q12.3	11q
OR5BR1P	11q12.1	11q
OR5BS1P	12q13.11	12q
OR5BT1P	12q13.11	12q
OR5C1	9q33.2	9q
OR5D2P	11q11	11q
OR5D3P	11q11	11q
OR5D13	11q11	11q
OR5D14	11q11	11q
OR5D15P	11q11	11q
OR5D16	11q12.1	11q
OR5D17P	11q11	11q
OR5D18	11q12.1	11q
OR5E1P	11p15.4	11p
OR5F1	11q12.1	11q
OR5F2P	11q12.1	11q
OR5G1P	11q12.1	11q
OR5G2P	11q11-q12	11q
OR5G3	11q12.1	11q
OR5G4P	11q12.1	11q
OR5G5P	11q12.1	11q
OR5G6P	11q12.3	11q
OR5H1	3q11.2	3q
OR5H2	3q11.2	3q
OR5H3P	3q11.2	3q
OR5H4P	3q11.2	3q
OR5H5P	3q11.2	3q
OR5H6	3q11.2	3q
OR5H7P	3q11.2	3q
OR5H8	3q11.2	3q
OR5H14	3q11.2	3q
OR5H15	3q11.2	3q
OR5I1	11q12.1	11q
OR5J1P	11q12.1	11q
OR5J2	11q12.1	11q
OR5J7P	11q12.1	11q
OR5K1	3q11.2	3q
OR5K2	3q11.2	3q
OR5K3	3q11.2	3q
OR5K4	3q11.2	3q
OR5L1	11q12.1	11q
OR5L2	11q12.1	11q
OR5M1	11q12.1	11q
OR5M2P	11q12.1	11q
OR5M3	11q12.1	11q
OR5M4P	11q12.1	11q
OR5M5P	11q12.1	11q
OR5M6P	11q12.1	11q
OR5M7P	11q12.1	11q
OR5M8	11q12.1	11q
OR5M9	11q12.1	11q
OR5M10	11q12.1	11q
OR5M11	11q12.1	11q
OR5M12P	11q12.1	11q
OR5M13P	11q12.1	11q
OR5M14P	4p13	4p
OR5M15P	4q12	4q
OR5P1P	11p15.4	11p
OR5P2	11p15.4	11p
OR5P3	11p15.4	11p
OR5P4P	11p15.4	11p
OR5R1	11q12.1	11q
OR5S1P	2q37.3	2q
OR5T1	11q12.1	11q
OR5T2	11q12.1	11q
OR5T3	11q12.1	11q
OR5V1	6p22.1	6p
OR5W1P	11q12.1	11q
OR5W2	11q12.1	11q
OR6A1	11p15	11p
OR6A2	11p15.4	11p
OR6B1	7q35	7q
OR6B2	2q37.3	2q
OR6B3	2q37.3	2q
OR6C1	12q13.2	12q
OR6C2	12q13.2	12q
OR6C3	12q13.2	12q
OR6C4	12q13.2	12q
OR6C5P	12q13.2	12q
OR6C6	12q13.2	12q
OR6C7P	12q13.2	12q
OR6C64P	12q13.2	12q
OR6C65	12q13.2	12q
OR6C66P	12q13.2	12q
OR6C68	12q13.2	12q
OR6C69P	12q13.2	12q
OR6C70	12q13.2	12q
OR6C71P	12q13.2	12q
OR6C72P	12q13.2	12q
OR6C73P	12q13.2	12q
OR6C74	12q13.2	12q
OR6C75	12q13.2	12q
OR6C76	12q13.2	12q
OR6D1P	10q11.21	10q
OR6E1P	14q11.2	14q
OR6F1	1q44	1q
OR6J1	14q11.2	14q
OR6K1P	1q23.1	1q
OR6K2	1q23.1	1q
OR6K3	1q23.1	1q
OR6K4P	1q23.1	1q
OR6K5P	1q23.1	1q
OR6K6	1q23.1	1q
OR6L1P	10q26.3	10q
OR6L2P	10q26.3	10q
OR6M1	11q24.1	11q
OR6M2P	11q24.1	11q
OR6M3P	11q24.1	11q
OR6N1	1q23.1	1q
OR6N2	1q23.1	1q
OR6P1	1q23.1	1q
OR6Q1	11q12.1	11q
OR6R1P	1q44	1q
OR6R2P	8p21.3	8p
OR6S1	14q11.2	14q
OR6T1	11q24.1	11q
OR6U2P	12q13.2	12q
OR6V1	7q34	7q
OR6W1P	7q34	7q
OR6X1	11q24.1	11q
OR6Y1	1q23.1	1q
OR7A1P	19p13.12	19p
OR7A2	19p13.1	19p
OR7A2P	19p13.12	19p
OR7A3P	19p13.12	19p
OR7A4P	19p13.1	19p
OR7A5	19p13.1	19p
OR7A8P	19p13.12	19p
OR7A10	19p13.12	19p
OR7A11P	19p13.12	19p
OR7A14P	19p13.1	19p
OR7A15P	19p13.12	19p
OR7A17	19p13.12	19p
OR7A18P	19p13.12	19p
OR7A19P	12q13.11	12q
OR7C1	19p13.1	19p
OR7C2	19p13.12	19p
OR7D1P	19p13.2	19p
OR7D2	19p13.2	19p
OR7D4	19p13.2	19p
OR7D11P	19p13.2	19p
OR7E1P	11q13.2	11q
OR7E2P	11q14.2	11q
OR7E3P	11q13	11q
OR7E4P	11q13.4	11q
OR7E5P	11q12.1	11q
OR7E7P	7q21.3	7q
OR7E8P	8p23.1	8p
OR7E10P	8p23.1	8p
OR7E11P	11q13.2	11q
OR7E12P	11p15.4	11p
OR7E13P	11q14.2	11q
OR7E14P	11p15.1	11p
OR7E15P	8p23.1	8p
OR7E16P	19p13.2	19p
OR7E18P	19p13.2	19p
OR7E19P	19p13.2	19p
OR7E20P	3p13	3p
OR7E21P	3q22.1	3q
OR7E22P	3p12.3	3p
OR7E23P	21q22.11	21q
OR7E24	19p13.2	19p
OR7E25P	19p13.2	19p
OR7E26P	10p13	10p
OR7E28P	2q24.1	2q
OR7E29P	3q21.2	3q
OR7E31P	9q22.2	9q
OR7E33P	13q21.32	13q
OR7E35P	4p16.1	4p
OR7E36P	13q14.11	13q
OR7E37P	13q14.11	13q
OR7E38P	7q21.3	7q
OR7E39P	7p22.1	7p
OR7E41P	11p15.2	11p
OR7E43P	4p16.3	4p
OR7E46P	2p13.3	2p
OR7E47P	12q13.13	12q
OR7E53P	3q21.2	3q
OR7E55P	3p12.3	3p
OR7E59P	7p22.1	7p
OR7E60P	19p13.2	19p
OR7E62P	2p13.3	2p
OR7E65	19p13.2	19p
OR7E66P	3p12.3	3p
OR7E83P	4p16.1	4p
OR7E84P	4p16.1	4p
OR7E85P	4p16.1	4p
OR7E86P	4p16.1	4p
OR7E87P	11q13.4	11q
OR7E89P	2q24.1	2q
OR7E90P	2q24.1	2q
OR7E91P	2p13.3	2p
OR7E93P	3q21.2	3q
OR7E94P	4q21.21	4q
OR7E96P	8p23.1	8p
OR7E97P	3q21.2	3q
OR7E99P	4p16.3	4p
OR7E100P	3q13.2	3q
OR7E101P	13q14.13	13q
OR7E102P	2q11.1	2q
OR7E103P	4p16.3	4p
OR7E104P	13q21.31	13q
OR7E105P	14q22.1	14q
OR7E106P	14q22.1	14q
OR7E108P	9q22.2	9q
OR7E109P	9q22.2	9q
OR7E110P	10p13	10p
OR7E111P	13q21.32	13q
OR7E115P	10p13	10p
OR7E116P	9q22.2	9q
OR7E117P	11p15.4	11p
OR7E121P	3p12.3	3p
OR7E122P	3p25.3	3p
OR7E125P	8p23.1	8p
OR7E126P	11q13.4	11q
OR7E128P	11q13.4	11q
OR7E129P	3q22.1	3q
OR7E130P	3q21.2	3q
OR7E133P	2q31.3	2q
OR7E136P	7p22.1	7p
OR7E140P	12p13.31	12p
OR7E144P	11q13.4	11q
OR7E145P	11q13.2	11q
OR7E148P	12p13.31	12p
OR7E149P	12p13.31	12p
OR7E150P	12p13.1	12p
OR7E154P	8p23.1	8p
OR7E155P	13q14.11	13q
OR7E156P	13q21.31	13q
OR7E157P	8p23.1	8p
OR7E158P	8p23.1	8p
OR7E159P	14q22.1	14q
OR7E160P	8p23.1	8p
OR7E161P	8p23.1	8p
OR7E162P	4p16.3	4p
OR7E163P	4p16.3	4p
OR7G1	19p13.2	19p
OR7G2	19p13.2	19p
OR7G3	19p13.2	19p
OR7G15P	19p13.2	19p
OR7H1P	19p13.2	19p
OR7H2P	5q21.1	5q
OR7K1P	14q12	14q
OR7M1P	10q26.3	10q
OR8A1	11q24.2	11q
OR8A2P	11q24.2	11q
OR8A3P	11q24.2	11q
OR8B1P	11q24.2	11q
OR8B2	11q24.2	11q
OR8B3	11q24.2	11q
OR8B4	11q24.2	11q
OR8B5P	11q24.2	11q
OR8B6P	11q24.2	11q
OR8B7P	11q24.2	11q
OR8B8	11q24.2	11q
OR8B9P	11q24.2	11q
OR8B10P	11q24.2	11q
OR8B12	11q24.2	11q
OR8B13P	11q25	11q
OR8C1P	11q24.2	11q
OR8C3P	11q25	11q
OR8D1	11q24.2	11q
OR8D2	11q24.2	11q
OR8D3	11q25	11q
OR8D4	11q24.1	11q
OR8F1P	11q24.2	11q
OR8G1	11q24.2	11q
OR8G2P	11q24.2	11q
OR8G3P	11q24.2	11q
OR8G4	11q25	11q
OR8G5	11q24.2	11q
OR8G6	11q25	11q
OR8G7P	11q24.2	11q
OR8H1	11q12.1	11q
OR8H2	11q12.1	11q
OR8H3	11q12.1	11q
OR8I1P	11q12.1	11q
OR8I2	11q12.1	11q
OR8I4P	11q12.1	11q
OR8J1	11q12.1	11q
OR8J2	11q12.1	11q
OR8J3	11q12.1	11q
OR8K1	11q12.1	11q
OR8K2P	11q12.1	11q
OR8K3	11q12.1	11q
OR8K4P	11q12.1	11q
OR8K5	11q12.1	11q
OR8L1P	11q12.1	11q
OR8Q1P	11q24.2	11q
OR8R1P	11q13.4	11q
OR8S1	12q13.11	12q
OR8S21P	12q13.11	12q
OR8T1P	12q13.11	12q
OR8U1	11q12.1	11q
OR8U8	11q1 alternate reference locus	11q
OR8U9	11q1 alternate reference locus	11q
OR8V1P	11q12.1	11q
OR8X1P	11q24.2	11q
OR9A1P	7q34	7q
OR9A2	7q34	7q
OR9A3P	7q34	7q
OR9A4	7q34	7q
OR9G1	11q12.1	11q
OR9G2P	11q12.1	11q
OR9G3P	11q12.1	11q
OR9G4	11q12.1	11q
OR9G6	11q12.3	11q
OR9G9	11q11 alternate reference locus	11q
OR9H1P	1q44	1q
OR9I1	11q12.1	11q
OR9I2P	11q12.1	11q
OR9I3P	11q12.1	11q
OR9K1P	12q13.2	12q
OR9K2	12q13.2	12q
OR9L1P	11q12.1	11q
OR9M1P	11q12.1	11q
OR9N1P	7q34	7q
OR9P1P	7q34	7q
OR9Q1	11q12.1	11q
OR9Q2	11q12.1	11q
OR9R1P	12q13.2	12q
OR9S24P	2q37.3	2q
OR10A1	11p15	11p
OR10A2	11p15.4	11p
OR10A3	11p15.4	11p
OR10A4	11p15.4	11p
OR10A5	11p15.4	11p
OR10A6	11p15.4	11p
OR10A7	12q13.2	12q
OR10AA1P	1q23.1	1q
OR10AB1P	11p15.4	11p
OR10AC1	7q35	7q
OR10AD1	12q13.11	12q
OR10AE1P	1q23.2	1q
OR10AE2P	1q25.3	1q
OR10AE3P	12q13.2	12q
OR10AF1P	11q12.1	11q
OR10AG1	11q12.1	11q
OR10AH1P	7p22.1	7p
OR10AK1P	11q12.1	11q
OR10B1P	19p13.12	19p
OR10C1	6p22.1	6p
OR10D1P	11q24.2	11q
OR10D3	11q24.2	11q
OR10D4P	11q24.2	11q
OR10D5P	11q24.2	11q
OR10G1P	14q11.2	14q
OR10G2	14q11.2	14q
OR10G3	14q11.2	14q
OR10G4	11q24.2	11q
OR10G5P	11q24.2	11q
OR10G6	11q24.1	11q
OR10G7	11q24.2	11q
OR10G8	11q24.2	11q
OR10G9	11q24.2	11q
OR10H1	19p13.12	19p
OR10H2	19p13.12	19p
OR10H3	19p13.12	19p
OR10H4	19p13.12	19p
OR10H5	19p13.12	19p
OR10J1	1q23.2	1q
OR10J2P	1q23.2	1q
OR10J3	1q23.2	1q
OR10J4	1q23.2	1q
OR10J5	1q23.2	1q
OR10J6P	1q23.2	1q
OR10J7P	1q23.2	1q
OR10J8P	1q23.2	1q
OR10J9P	1q23.2	1q
OR10K1	1q23.1	1q
OR10K2	1q23.1	1q
OR10N1P	11q24.2	11q
OR10P1	12q13.2	12q
OR10Q1	11q12.1	11q
OR10Q2P	11q12.1	11q
OR10R1P	1q23.1	1q
OR10R2	1q23.1	1q
OR10R3P	1q23.1	1q
OR10S1	11q24.1	11q
OR10T1P	1q23.1	1q
OR10T2	1q23.1	1q
